Gene ID;source_id;Product Description;Chromosome;Genomic Location (Gene);Gene Name or Symbol;gene_source_id
PF3D7_0733000;PF3D7_0733000.1;erythrocyte membrane protein 1, PfEMP1;7;Pf3D7_07_v3:1,417,588..1,426,234(-);VAR;PF3D7_0733000
PF3D7_0800100;PF3D7_0800100.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:21,361..28,653(+);VAR;PF3D7_0800100
PF3D7_0800200;PF3D7_0800200.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:29,700..39,033(-);VAR;PF3D7_0800200
PF3D7_0800300;PF3D7_0800300.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:40,948..50,939(+);VAR;PF3D7_0800300
PF3D7_0800400;PF3D7_0800400.1;rifin;8;Pf3D7_08_v3:52,760..53,982(-);RIF;PF3D7_0800400
PF3D7_0800500;PF3D7_0800500.1;rifin;8;Pf3D7_08_v3:56,352..57,703(-);RIF;PF3D7_0800500
PF3D7_0800600;PF3D7_0800600.1;Plasmodium exported protein (PHISTa), unknown function;8;Pf3D7_08_v3:61,138..62,135(-);null;PF3D7_0800600
PF3D7_0800700;PF3D7_0800700.1;surface-associated interspersed protein 8.3 (SURFIN 8.3);8;Pf3D7_08_v3:65,716..71,785(-);SURF8.3;PF3D7_0800700
PF3D7_0801300;PF3D7_0801300.1;von Willebrand factor A domain-related protein;8;Pf3D7_08_v3:101,954..102,826(-);WARP;PF3D7_0801300
PF3D7_0801800;PF3D7_0801800.1;mannose-6-phosphate isomerase, putative;8;Pf3D7_08_v3:119,032..122,067(-);null;PF3D7_0801800
PF3D7_0801900;PF3D7_0801900.1;lysine-specific histone demethylase, putative;8;Pf3D7_08_v3:128,849..142,837(+);LSD2;PF3D7_0801900
PF3D7_0802100;PF3D7_0802100.1;AP2 domain transcription factor, putative;8;Pf3D7_08_v3:151,808..159,668(-);ApiAP2;PF3D7_0802100
PF3D7_0802200;PF3D7_0802200.1;1-cys peroxiredoxin;8;Pf3D7_08_v3:165,416..166,078(+);1-CysPxn;PF3D7_0802200
PF3D7_0802400;PF3D7_0802400.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:171,865..174,385(+);null;PF3D7_0802400
PF3D7_0802500;PF3D7_0802500.1;inositol 5-phosphatase, putative;8;Pf3D7_08_v3:174,647..178,906(-);null;PF3D7_0802500
PF3D7_0803000;PF3D7_0803000.1;peptidyl-prolyl cis-trans isomerase;8;Pf3D7_08_v3:196,581..198,614(+);81 CYP;PF3D7_0803000
PF3D7_0803500;PF3D7_0803500.1;AAA family ATPase, putative;8;Pf3D7_08_v3:217,888..222,291(+);null;PF3D7_0803500
PF3D7_0804900;PF3D7_0804900.1;GTPase-activating protein, putative;8;Pf3D7_08_v3:279,711..281,186(-);null;PF3D7_0804900
PF3D7_0805000;PF3D7_0805000.1;alpha/beta hydrolase, putative;8;Pf3D7_08_v3:283,066..284,522(-);null;PF3D7_0805000
PF3D7_0805400;PF3D7_0805400.1;N-acetyltransferase, GNAT family, putative;8;Pf3D7_08_v3:303,370..304,596(-);null;PF3D7_0805400
PF3D7_0805900;PF3D7_0805900.1;conserved protein, unknown function;8;Pf3D7_08_v3:324,279..325,655(-);null;PF3D7_0805900
PF3D7_0806200;PF3D7_0806200.1;Dpy-19-like C-mannosyltransferase, putative;8;Pf3D7_08_v3:333,379..337,727(+);DPY19;PF3D7_0806200
PF3D7_0806300;PF3D7_0806300.1;ferlin-like protein, putative;8;Pf3D7_08_v3:337,902..343,254(-);FLP;PF3D7_0806300
PF3D7_0806400;PF3D7_0806400.1;UDP-N-acetylglucosamine transferase subunit ALG13, putative;8;Pf3D7_08_v3:344,288..344,821(+);ALG13;PF3D7_0806400
PF3D7_0806800;PF3D7_0806800.1;V-type proton ATPase subunit a, putative;8;Pf3D7_08_v3:363,260..366,421(-);null;PF3D7_0806800
PF3D7_0807000;PF3D7_0807000.1;YEATS domain-containing protein, putative;8;Pf3D7_08_v3:370,784..372,623(+);null;PF3D7_0807000
PF3D7_0807300;PF3D7_0807300.1;ras-related protein Rab-18;8;Pf3D7_08_v3:381,564..382,847(+);RAB18;PF3D7_0807300
PF3D7_0807400;PF3D7_0807400.1;coenzyme Q-binding protein COQ10 homolog, mitochondrial;8;Pf3D7_08_v3:384,298..385,797(+);COQ10;PF3D7_0807400
PF3D7_0807700;PF3D7_0807700.1;serine protease DegP;8;Pf3D7_08_v3:395,648..398,787(-);DegP;PF3D7_0807700
PF3D7_0807900;PF3D7_0807900.1;tyrosine--tRNA ligase;8;Pf3D7_08_v3:402,595..404,141(+);TyrRS;PF3D7_0807900
PF3D7_0808100;PF3D7_0808100.1;AP-3 complex subunit delta, putative;8;Pf3D7_08_v3:409,936..415,168(+);null;PF3D7_0808100
PF3D7_0808400;PF3D7_0808400.1;coatomer subunit epsilon, putative;8;Pf3D7_08_v3:423,527..424,536(+);SEC28;PF3D7_0808400
PF3D7_0808600;PF3D7_0808600.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:431,165..439,051(+);VAR;PF3D7_0808600
PF3D7_0808700;PF3D7_0808700.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:440,408..448,062(+);VAR;PF3D7_0808700
PF3D7_0808800;PF3D7_0808800.1;rifin;8;Pf3D7_08_v3:450,615..451,899(+);RIF;PF3D7_0808800
PF3D7_0808900;PF3D7_0808900.1;rifin;8;Pf3D7_08_v3:453,803..454,919(+);RIF;PF3D7_0808900
PF3D7_0809100;PF3D7_0809100.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:459,312..466,567(+);VAR;PF3D7_0809100
PF3D7_0809500;PF3D7_0809500.1;histone acetyltransferase subunit NuA4, putative;8;Pf3D7_08_v3:478,512..478,826(-);null;PF3D7_0809500
PF3D7_0809700;PF3D7_0809700.1;RuvB-like helicase 1;8;Pf3D7_08_v3:499,463..501,569(-);RUVB1;PF3D7_0809700
PF3D7_0810400;PF3D7_0810400.1;aquaporin, putative;8;Pf3D7_08_v3:532,220..534,031(+);AQP2;PF3D7_0810400
PF3D7_0811200;PF3D7_0811200.1;ER membrane protein complex subunit 1, putative;8;Pf3D7_08_v3:560,744..564,276(+);EMC1;PF3D7_0811200
PF3D7_0811400;PF3D7_0811400.1;conserved protein, unknown function;8;Pf3D7_08_v3:575,986..578,370(+);null;PF3D7_0811400
PF3D7_0812100;PF3D7_0812100.1;proteasome activator complex subunit 4, putative;8;Pf3D7_08_v3:604,923..612,878(+);null;PF3D7_0812100
PF3D7_0812200;PF3D7_0812200.1;trypsin-like serine protease, putative;8;Pf3D7_08_v3:614,919..617,821(-);null;PF3D7_0812200
PF3D7_0812300;PF3D7_0812300.1;sporozoite surface protein 3, putative;8;Pf3D7_08_v3:618,843..620,228(-);3 SSP;PF3D7_0812300
PF3D7_0812400;PF3D7_0812400.1;karyopherin alpha;8;Pf3D7_08_v3:621,805..623,442(-);KARalpha;PF3D7_0812400
PF3D7_0812600;PF3D7_0812600.1;ubiquitin-conjugating enzyme E2, putative;8;Pf3D7_08_v3:631,584..632,229(-);null;PF3D7_0812600
PF3D7_0813700;PF3D7_0813700.1;ABC transporter F family member 1;8;Pf3D7_08_v3:671,157..675,416(-);ABCF1;PF3D7_0813700
PF3D7_0813900;PF3D7_0813900.1;40S ribosomal protein S16, putative;8;Pf3D7_08_v3:677,989..678,725(-);RPS16;PF3D7_0813900
PF3D7_0814400;PF3D7_0814400.1;phospholipase DDHD1, putative;8;Pf3D7_08_v3:695,215..697,522(-);null;PF3D7_0814400
PF3D7_0815200;PF3D7_0815200.1;importin subunit beta, putative;8;Pf3D7_08_v3:717,113..719,746(+);null;PF3D7_0815200
PF3D7_0815300;PF3D7_0815300.1;FAD-dependent monooxygenase, putative;8;Pf3D7_08_v3:721,928..725,476(+);null;PF3D7_0815300
PF3D7_0815400;PF3D7_0815400.1;ATP synthase-associated protein, putative;8;Pf3D7_08_v3:725,781..726,502(-);null;PF3D7_0815400
PF3D7_0815800;PF3D7_0815800.1;vacuolar protein sorting-associated protein 9, putative;8;Pf3D7_08_v3:735,680..741,181(-);VPS9;PF3D7_0815800
PF3D7_0816000;PF3D7_0816000.1;ribosome assembly protein RRB1, putative;8;Pf3D7_08_v3:746,013..747,488(-);RRB1;PF3D7_0816000
PF3D7_0816500;PF3D7_0816500.1;small heat shock protein HSP20, putative;8;Pf3D7_08_v3:760,138..761,031(+);HSP20;PF3D7_0816500
PF3D7_0816600;PF3D7_0816600.1;chaperone protein ClpB1;8;Pf3D7_08_v3:762,118..765,330(-);ClpB1;PF3D7_0816600
PF3D7_0816800;PF3D7_0816800.1;meiotic recombination protein DMC1, putative;8;Pf3D7_08_v3:767,916..769,792(-);DMC1;PF3D7_0816800
PF3D7_0817000;PF3D7_0817000.1;NEDD8-activating enzyme E1 catalytic subunit, putative;8;Pf3D7_08_v3:772,568..773,737(+);UBA3;PF3D7_0817000
PF3D7_0817400;PF3D7_0817400.1;phosphatase, putative;8;Pf3D7_08_v3:794,287..797,806(-);null;PF3D7_0817400
PF3D7_0817900;PF3D7_0817900.1;high mobility group protein B2;8;Pf3D7_08_v3:816,803..817,102(-);HMGB2;PF3D7_0817900
PF3D7_0818000;PF3D7_0818000.1;U4/U6.U5 small nuclear ribonucleoprotein, putative;8;Pf3D7_08_v3:821,334..822,452(+);SNRNP27;PF3D7_0818000
PF3D7_0818200;PF3D7_0818200.1;14-3-3 protein;8;Pf3D7_08_v3:830,006..831,454(+);14-3-3I;PF3D7_0818200
PF3D7_0818300;PF3D7_0818300.1;dynactin subunit 6, putative;8;Pf3D7_08_v3:833,185..835,334(+);null;PF3D7_0818300
PF3D7_0818500;PF3D7_0818500.1;zinc finger protein, putative;8;Pf3D7_08_v3:842,317..843,215(+);null;PF3D7_0818500
PF3D7_0818700;PF3D7_0818700.1;DNA helicase, putative;8;Pf3D7_08_v3:848,277..852,947(-);null;PF3D7_0818700
PF3D7_0818800;PF3D7_0818800.1;U3 small nucleolar ribonucleoprotein protein IMP4, putative;8;Pf3D7_08_v3:855,654..856,742(-);IMP4;PF3D7_0818800
PF3D7_0819000;PF3D7_0819000.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:863,505..868,137(-);null;PF3D7_0819000
PF3D7_0819400;PF3D7_0819400.1;perforin-like protein 4;8;Pf3D7_08_v3:878,495..880,459(+);PLP4;PF3D7_0819400
PF3D7_0820200;PF3D7_0820200.1;phosphatidylglycerophosphate synthase;8;Pf3D7_08_v3:912,264..914,249(-);PGPS;PF3D7_0820200
PF3D7_0821500;PF3D7_0821500.1;ribosomal RNA small subunit methyltransferase NEP1, putative;8;Pf3D7_08_v3:967,901..968,740(-);NEP1;PF3D7_0821500
PF3D7_0821700;PF3D7_0821700.1;60S ribosomal protein L22, putative;8;Pf3D7_08_v3:973,586..974,267(+);null;PF3D7_0821700
PF3D7_0821800;PF3D7_0821800.1;protein transport protein SEC61 subunit beta, putative;8;Pf3D7_08_v3:976,074..976,644(+);SEC61B;PF3D7_0821800
PF3D7_0822300;PF3D7_0822300.1;small nuclear ribonucleoprotein G, putative;8;Pf3D7_08_v3:988,281..988,763(-);SNRPG;PF3D7_0822300
PF3D7_0822500;PF3D7_0822500.1;dynein light chain 1;8;Pf3D7_08_v3:992,655..993,965(-);DLC1;PF3D7_0822500
PF3D7_0822600;PF3D7_0822600.1;protein transport protein SEC23;8;Pf3D7_08_v3:997,055..999,529(+);SEC23;PF3D7_0822600
PF3D7_0823000;PF3D7_0823000.1;serine/threonine protein kinase VPS15, putative;8;Pf3D7_08_v3:1,012,927..1,017,376(-);VPS15;PF3D7_0823000
PF3D7_0823200;PF3D7_0823200.1;RNA-binding protein, putative;8;Pf3D7_08_v3:1,022,629..1,023,846(-);null;PF3D7_0823200
PF3D7_0823500;PF3D7_0823500.1;inner membrane complex protein 1i, putative;8;Pf3D7_08_v3:1,037,100..1,038,608(-);IMC1i;PF3D7_0823500
PF3D7_0823800;PF3D7_0823800.1;DnaJ protein, putative;8;Pf3D7_08_v3:1,043,813..1,045,780(+);null;PF3D7_0823800
PF3D7_0824100;PF3D7_0824100.1;exonuclease, putative;8;Pf3D7_08_v3:1,052,771..1,053,991(+);null;PF3D7_0824100
PF3D7_0824300;PF3D7_0824300.1;GTP-binding protein Obg2, putative;8;Pf3D7_08_v3:1,059,246..1,061,567(-);Obg2;PF3D7_0824300
PF3D7_0824400;PF3D7_0824400.1;nucleoside transporter 2;8;Pf3D7_08_v3:1,062,304..1,064,061(-);NT2;PF3D7_0824400
PF3D7_0824600;PF3D7_0824600.1;Fe-S cluster assembly protein DRE2, putative;8;Pf3D7_08_v3:1,068,563..1,069,902(+);DRE2;PF3D7_0824600
PF3D7_0825500;PF3D7_0825500.1;protein KRI1, putative;8;Pf3D7_08_v3:1,098,484..1,100,376(+);KRI1;PF3D7_0825500
PF3D7_0825700;PF3D7_0825700.1;crystalloid-specific PH domain-containing protein, putative;8;Pf3D7_08_v3:1,101,887..1,102,804(-);CryPH;PF3D7_0825700
PF3D7_0826700;PF3D7_0826700.1;receptor for activated c kinase;8;Pf3D7_08_v3:1,160,164..1,161,708(-);RACK1;PF3D7_0826700
PF3D7_0827500;PF3D7_0827500.1;ribosomal protein L21, apicoplast, putative;8;Pf3D7_08_v3:1,186,175..1,187,125(+);null;PF3D7_0827500
PF3D7_0827600;PF3D7_0827600.1;conserved Plasmodium protein, unknown function;8;Pf3D7_08_v3:1,187,623..1,192,925(-);null;PF3D7_0827600
PF3D7_0828500;PF3D7_0828500.1;translation initiation factor eIF-2B subunit alpha, putative;8;Pf3D7_08_v3:1,226,750..1,228,409(-);null;PF3D7_0828500
PF3D7_0828600;PF3D7_0828600.1;folate transporter 1;8;Pf3D7_08_v3:1,229,899..1,232,132(-);FT1;PF3D7_0828600
PF3D7_0829200;PF3D7_0829200.1;prohibitin 1, putative;8;Pf3D7_08_v3:1,254,558..1,255,376(+);PHB1;PF3D7_0829200
PF3D7_0829600;PF3D7_0829600.1;early transcribed membrane protein 8;8;Pf3D7_08_v3:1,269,135..1,269,647(+);ETRAMP8;PF3D7_0829600
PF3D7_0830500;PF3D7_0830500.1;sporozoite and liver stage tryptophan-rich protein, putative;8;Pf3D7_08_v3:1,296,134..1,298,328(-);TryThrA;PF3D7_0830500
PF3D7_0830600;PF3D7_0830600.1;Plasmodium exported protein (PHISTc), unknown function;8;Pf3D7_08_v3:1,303,323..1,304,813(+);null;PF3D7_0830600
PF3D7_0830800;PF3D7_0830800.1;surface-associated interspersed protein 8.2 (SURFIN 8.2);8;Pf3D7_08_v3:1,310,637..1,316,955(+);SURF8.2;PF3D7_0830800
PF3D7_0831000;PF3D7_0831000.1;Plasmodium exported protein (PHISTb), unknown function;8;Pf3D7_08_v3:1,321,417..1,322,825(+);GEXP09;PF3D7_0831000
PF3D7_0831100;PF3D7_0831100.1;surface-associated interspersed protein 8.1 (SURFIN 8.1);8;Pf3D7_08_v3:1,325,144..1,331,187(+);SURF8.1;PF3D7_0831100
PF3D7_0831700;PF3D7_0831700.1;heat shock protein 70;8;Pf3D7_08_v3:1,365,467..1,367,506(-);HSP70x;PF3D7_0831700
PF3D7_0831800;PF3D7_0831800.1;histidine-rich protein II;8;Pf3D7_08_v3:1,374,236..1,375,299(-);HRP2;PF3D7_0831800
PF3D7_0832000;PF3D7_0832000.1;stevor;8;Pf3D7_08_v3:1,383,349..1,384,377(-);null;PF3D7_0832000
PF3D7_0832200;PF3D7_0832200.1;Plasmodium exported protein (PHISTa-like), unknown function;8;Pf3D7_08_v3:1,392,168..1,393,491(+);null;PF3D7_0832200
PF3D7_0832400;PF3D7_0832400.1;stevor;8;Pf3D7_08_v3:1,399,560..1,400,583(-);null;PF3D7_0832400
PF3D7_0832500;PF3D7_0832500.1;rifin;8;Pf3D7_08_v3:1,402,567..1,403,711(-);RIF;PF3D7_0832500
PF3D7_0832600;PF3D7_0832600.1;stevor;8;Pf3D7_08_v3:1,405,835..1,406,999(-);null;PF3D7_0832600
PF3D7_0832900;PF3D7_0832900.1;stevor;8;Pf3D7_08_v3:1,414,283..1,415,293(+);null;PF3D7_0832900
PF3D7_0833000;PF3D7_0833000.1;rifin;8;Pf3D7_08_v3:1,417,438..1,418,625(+);RIF;PF3D7_0833000
PF3D7_0833100;PF3D7_0833100.1;rifin;8;Pf3D7_08_v3:1,420,818..1,422,077(-);RIF;PF3D7_0833100
PF3D7_0833400;PF3D7_0833400.1;rifin;8;Pf3D7_08_v3:1,432,696..1,433,932(+);RIF;PF3D7_0833400
PF3D7_0833500;PF3D7_0833500.1;erythrocyte membrane protein 1, PfEMP1;8;Pf3D7_08_v3:1,435,794..1,443,449(-);VAR;PF3D7_0833500
PF3D7_0900100;PF3D7_0900100.1;erythrocyte membrane protein 1, PfEMP1;9;Pf3D7_09_v3:20,080..27,885(+);VAR;PF3D7_0900100
PF3D7_0900200;PF3D7_0900200.1;rifin;9;Pf3D7_09_v3:29,797..31,157(-);RIF;PF3D7_0900200
PF3D7_0900400;PF3D7_0900400.1;rifin;9;Pf3D7_09_v3:39,554..40,740(+);RIF;PF3D7_0900400
PF3D7_0900500;PF3D7_0900500.1;rifin;9;Pf3D7_09_v3:42,909..44,045(-);RIF;PF3D7_0900500
PF3D7_0900600;PF3D7_0900600.1;rifin;9;Pf3D7_09_v3:45,902..47,236(-);RIF;PF3D7_0900600
PF3D7_0900700;PF3D7_0900700.1;rifin;9;Pf3D7_09_v3:49,612..50,971(-);RIF;PF3D7_0900700
PF3D7_0900900;PF3D7_0900900.1;stevor;9;Pf3D7_09_v3:55,074..56,081(-);null;PF3D7_0900900
PF3D7_0901100;PF3D7_0901100.1;rifin;9;Pf3D7_09_v3:61,342..62,553(-);RIF;PF3D7_0901100
PF3D7_0901300;PF3D7_0901300.1;rifin;9;Pf3D7_09_v3:67,334..68,625(+);RIF;PF3D7_0901300
PF3D7_0901400;PF3D7_0901400.1;rifin;9;Pf3D7_09_v3:70,521..71,738(+);RIF;PF3D7_0901400
PF3D7_0901500;PF3D7_0901500.1;rifin;9;Pf3D7_09_v3:74,409..75,746(+);RIF;PF3D7_0901500
PF3D7_0901600;PF3D7_0901600.1;stevor;9;Pf3D7_09_v3:77,861..78,874(+);null;PF3D7_0901600
PF3D7_0902000;PF3D7_0902000.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:89,361..91,295(-);FIKK9.1;PF3D7_0902000
PF3D7_0902100;PF3D7_0902100.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:93,830..95,613(-);FIKK9.2;PF3D7_0902100
PF3D7_0902200;PF3D7_0902200.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:98,175..100,339(-);FIKK9.3;PF3D7_0902200
PF3D7_0902300;PF3D7_0902300.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:102,492..104,593(-);FIKK9.4;PF3D7_0902300
PF3D7_0902400;PF3D7_0902400.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:106,514..108,406(-);FIKK9.5;PF3D7_0902400
PF3D7_0902500;PF3D7_0902500.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:109,334..111,329(-);FIKK9.6;PF3D7_0902500
PF3D7_0902600;PF3D7_0902600.1;serine/threonine protein kinase, FIKK family;9;Pf3D7_09_v3:113,409..115,549(-);FIKK9.7;PF3D7_0902600
PF3D7_0903100;PF3D7_0903100.1;protein RER1, putative;9;Pf3D7_09_v3:130,140..130,937(-);RER1;PF3D7_0903100
PF3D7_0903300;PF3D7_0903300.1;conserved protein, unknown function;9;Pf3D7_09_v3:140,977..150,588(+);null;PF3D7_0903300
PF3D7_0903700;PF3D7_0903700.1;alpha tubulin 1;9;Pf3D7_09_v3:175,542..177,442(+);null;PF3D7_0903700
PF3D7_0903800;PF3D7_0903800.1;LCCL domain-containing protein;9;Pf3D7_09_v3:179,187..183,991(+);CCp4;PF3D7_0903800
PF3D7_0903900;PF3D7_0903900.1;60S ribosomal protein L32;9;Pf3D7_09_v3:185,821..186,383(+);RPL32;PF3D7_0903900
PF3D7_0904100;PF3D7_0904100.1;AP-4 complex subunit epsilon, putative;9;Pf3D7_09_v3:190,858..195,827(-);null;PF3D7_0904100
PF3D7_0904300;PF3D7_0904300.1;conserved protein, unknown function;9;Pf3D7_09_v3:199,051..207,458(-);null;PF3D7_0904300
PF3D7_0904400;PF3D7_0904400.1;signal peptidase complex subunit 3, putative;9;Pf3D7_09_v3:208,168..208,725(-);SPC3;PF3D7_0904400
PF3D7_0904500;PF3D7_0904500.1;prefoldin subunit 4, putative;9;Pf3D7_09_v3:210,077..210,609(+);null;PF3D7_0904500
PF3D7_0904700;PF3D7_0904700.1;bacterial histone-like protein;9;Pf3D7_09_v3:218,675..219,462(-);HU;PF3D7_0904700
PF3D7_0905400;PF3D7_0905400.1;high molecular weight rhoptry protein 3;9;Pf3D7_09_v3:270,740..274,789(-);RhopH3;PF3D7_0905400
PF3D7_0906600;PF3D7_0906600.1;zinc finger protein, putative;9;Pf3D7_09_v3:320,811..323,342(-);null;PF3D7_0906600
PF3D7_0907300;PF3D7_0907300.1;prefoldin-like protein, putative;9;Pf3D7_09_v3:350,186..350,962(-);null;PF3D7_0907300
PF3D7_0907400;PF3D7_0907400.1;ATP-dependent protease ATPase subunit ClpY;9;Pf3D7_09_v3:351,955..354,723(-);ClpY;PF3D7_0907400
PF3D7_0907600;PF3D7_0907600.1;translation initiation factor SUI1, putative;9;Pf3D7_09_v3:360,535..363,215(+);null;PF3D7_0907600
PF3D7_0907700;PF3D7_0907700.1;proteasome activator 28 subunit beta, putative;9;Pf3D7_09_v3:364,069..364,908(-);PA28;PF3D7_0907700
PF3D7_0907800;PF3D7_0907800.1;ribosomal protein L35, apicoplast, putative;9;Pf3D7_09_v3:366,925..367,500(+);null;PF3D7_0907800
PF3D7_0908300;PF3D7_0908300.1;conserved protein, unknown function;9;Pf3D7_09_v3:383,650..385,716(-);null;PF3D7_0908300
PF3D7_0908600;PF3D7_0908600.1;ribosomal RNA methyltransferase, putative;9;Pf3D7_09_v3:399,202..400,725(-);null;PF3D7_0908600
PF3D7_0908700;PF3D7_0908700.1;tRNA pseudouridine synthase, putative;9;Pf3D7_09_v3:401,495..403,394(-);null;PF3D7_0908700
PF3D7_0909700;PF3D7_0909700.1;FHA domain protein, putative;9;Pf3D7_09_v3:440,914..444,024(+);null;PF3D7_0909700
PF3D7_0910100;PF3D7_0910100.1;exportin-7, putative;9;Pf3D7_09_v3:456,959..461,318(-);null;PF3D7_0910100
PF3D7_0910500;PF3D7_0910500.1;DNA repair protein REV1, putative;9;Pf3D7_09_v3:482,461..487,554(-);null;PF3D7_0910500
PF3D7_0910600;PF3D7_0910600.1;SNARE protein;9;Pf3D7_09_v3:489,467..490,865(+);YKT6.1;PF3D7_0910600
PF3D7_0911100;PF3D7_0911100.1;conserved protein, unknown function;9;Pf3D7_09_v3:504,412..508,130(+);null;PF3D7_0911100
PF3D7_0911300;PF3D7_0911300.1;cysteine repeat modular protein 1;9;Pf3D7_09_v3:511,467..521,529(+);CRMP1;PF3D7_0911300
PF3D7_0911900;PF3D7_0911900.1;falstatin;9;Pf3D7_09_v3:538,221..539,872(-);ICP;PF3D7_0911900
PF3D7_0912400;PF3D7_0912400.1;alkaline phosphatase, putative;9;Pf3D7_09_v3:551,426..553,167(-);null;PF3D7_0912400
PF3D7_0912800;PF3D7_0912800.1;tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6, putative;9;Pf3D7_09_v3:563,329..565,179(-);GCD10;PF3D7_0912800
PF3D7_0912900;PF3D7_0912900.1;26S proteasome regulatory subunit RPN8, putative;9;Pf3D7_09_v3:567,283..568,640(+);RPN8;PF3D7_0912900
PF3D7_0913200;PF3D7_0913200.1;elongation factor 1-beta;9;Pf3D7_09_v3:575,679..576,509(+);EF-1beta;PF3D7_0913200
PF3D7_0913300;PF3D7_0913300.1;conserved protein, unknown function;9;Pf3D7_09_v3:576,960..579,026(-);null;PF3D7_0913300
PF3D7_0914000;PF3D7_0914000.1;pseudouridylate synthase, putative;9;Pf3D7_09_v3:597,694..600,561(+);null;PF3D7_0914000
PF3D7_0914200;PF3D7_0914200.1;phospholipid or glycerol acyltransferase, putative;9;Pf3D7_09_v3:608,361..610,075(-);null;PF3D7_0914200
PF3D7_0914700;PF3D7_0914700.1;major facilitator superfamily-related transporter, putative;9;Pf3D7_09_v3:630,657..632,207(+);MFR4;PF3D7_0914700
PF3D7_0915800;PF3D7_0915800.1;glycolipid transfer protein, putative;9;Pf3D7_09_v3:663,918..664,571(+);GLTP;PF3D7_0915800
PF3D7_0916100;PF3D7_0916100.1;thioredoxin 3;9;Pf3D7_09_v3:674,068..675,157(+);TRX3;PF3D7_0916100
PF3D7_0916500;PF3D7_0916500.1;ubiquitin fusion degradation protein 1;9;Pf3D7_09_v3:691,568..693,570(-);UFD1;PF3D7_0916500
PF3D7_0917100;PF3D7_0917100.1;N-glycosylase/DNA lyase, putative;9;Pf3D7_09_v3:713,216..715,489(-);OGG1;PF3D7_0917100
PF3D7_0917500;PF3D7_0917500.1;conserved protein, unknown function;9;Pf3D7_09_v3:726,703..728,748(+);null;PF3D7_0917500
PF3D7_0917600;PF3D7_0917600.1;pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative;9;Pf3D7_09_v3:729,674..732,136(-);PRP43;PF3D7_0917600
PF3D7_0918200;PF3D7_0918200.1;50S ribosomal protein L3, apicoplast, putative;9;Pf3D7_09_v3:748,678..750,262(-);null;PF3D7_0918200
PF3D7_0918300;PF3D7_0918300.1;eukaryotic translation initiation factor 3 subunit F, putative;9;Pf3D7_09_v3:751,358..752,422(-);EIF3F;PF3D7_0918300
PF3D7_0919000;PF3D7_0919000.1;nucleosome assembly protein;9;Pf3D7_09_v3:781,368..782,675(-);NAPS;PF3D7_0919000
PF3D7_0919300;PF3D7_0919300.1;thioredoxin-like protein 1, putative;9;Pf3D7_09_v3:793,217..794,167(+);TrxL1;PF3D7_0919300
PF3D7_0919600;PF3D7_0919600.1;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1, putative;9;Pf3D7_09_v3:800,703..802,136(+);WBP1;PF3D7_0919600
PF3D7_0919700;PF3D7_0919700.1;pyridoxal phosphate homeostasis protein, putative;9;Pf3D7_09_v3:803,029..803,757(+);null;PF3D7_0919700
PF3D7_0920100;PF3D7_0920100.1;chaperone, putative;9;Pf3D7_09_v3:825,336..827,140(-);null;PF3D7_0920100
PF3D7_0920900;PF3D7_0920900.1;U4/U6 snRNA-associated-splicing factor, putative;9;Pf3D7_09_v3:855,516..857,286(+);PRP24;PF3D7_0920900
PF3D7_0921000;PF3D7_0921000.1;ubiquitin-conjugating enzyme E2, putative;9;Pf3D7_09_v3:857,587..858,829(-);null;PF3D7_0921000
PF3D7_0921300;PF3D7_0921300.1;conserved protein, unknown function;9;Pf3D7_09_v3:871,826..873,450(+);null;PF3D7_0921300
PF3D7_0921400;PF3D7_0921400.1;NifU-like scaffold protein;9;Pf3D7_09_v3:873,971..874,957(-);NifU;PF3D7_0921400
PF3D7_0921600;PF3D7_0921600.1;tetratricopeptide repeat protein, putative;9;Pf3D7_09_v3:878,004..883,117(+);null;PF3D7_0921600
PF3D7_0922100;PF3D7_0922100.1;ubiquitin-like protein, putative;9;Pf3D7_09_v3:895,415..900,304(+);null;PF3D7_0922100
PF3D7_0922200;PF3D7_0922200.1;S-adenosylmethionine synthetase;9;Pf3D7_09_v3:903,362..904,570(+);SAMS;PF3D7_0922200
